0.04965,0.04965,53.67772,5242.73283,-0.21693,45.00008,22.130007541317326,8.244010084682865,0.0
0.09918,0.09918,53.6674,5230.40027,0.06627,45.00017,22.058095071024077,8.21722079736766,0.0
0.1486,0.1486,53.69573,5218.07001,0.34762,45.00028,21.866987363833033,8.146028148092594,0.0
0.19789,0.1979,53.76214,5205.80802,0.62519,45.00039,21.56204979527454,8.032430880414244,0.0
0.24707,0.24708,53.86582,5193.677,0.89714,45.00051,21.151049654843725,7.879322514039238,0.0
0.29613,0.29614,54.00571,5181.73524,1.16176,45.00064,20.6437619158244,7.690344483710813,0.0
0.34508,0.34508,54.18055,5170.03549,1.41753,45.00079,20.051506156637668,7.469713630226872,0.0
0.3939,0.39391,54.38889,5158.62425,1.66307,45.00094,19.386649950606063,7.22203720006049,0.0
0.44261,0.44263,54.62913,5147.54122,1.89724,45.00112,18.662112862577967,6.952128071051906,0.0
0.49121,0.49123,54.89956,5136.81912,2.11911,45.0013,17.890900839769866,6.664831300746324,0.0
0.53971,0.53973,55.19835,5126.48371,2.32793,45.00151,17.08569425184195,6.3648706604827705,0.0
0.58809,0.58812,55.52362,5116.55395,2.52319,45.00173,16.25850523513577,6.056720987106802,0.0
0.63638,0.63641,55.87345,5107.04247,2.70456,45.00198,15.420412364847081,5.7445093413736945,0.0
0.68457,0.6846,56.24592,5097.95608,2.87189,45.00225,14.581373836899298,5.431945413280823,0.0
0.73266,0.73271,56.63908,5089.29638,3.02518,45.00254,13.750114821894034,5.122279558450346,0.0
0.78066,0.78072,57.05105,5081.06041,3.16458,45.00286,12.934080701421324,4.81828537742433,0.0
0.82858,0.82865,57.47996,5073.24137,3.29037,45.00321,12.139445511001643,4.522262860882802,0.0
0.87642,0.8765,57.92401,5065.82928,3.4029,45.00359,11.371163917406964,4.236057752563452,0.0
0.92418,0.92427,58.38147,5058.81158,3.50263,45.004,10.63305517243062,3.961092824249859,0.0
0.97187,0.97197,58.85067,5052.17378,3.59005,45.00445,9.927908396461145,3.698407096672926,0.0
1.01949,1.01961,59.33001,5045.89993,3.66573,45.00493,9.257599952102613,3.448699564272741,0.0
1.06704,1.06718,59.81801,5039.97313,3.73022,45.00545,8.623215313239417,3.212374594631779,0.0
1.11454,1.11469,60.31324,5034.37591,3.78415,45.00601,8.025169518816048,2.9895868006771935,0.0
1.16197,1.16214,60.81435,5029.09057,3.82809,45.00662,7.4633218839191215,2.7802837735771067,0.0
1.20935,1.20954,61.32011,5024.09947,3.86266,45.00726,6.937082037720364,2.5842455846643944,0.0
1.25668,1.25689,61.82932,5019.38526,3.88844,45.00795,6.445505526935649,2.4011204002406576,0.0
1.30396,1.3042,62.34091,5014.93104,3.90601,45.00868,5.987378155248396,2.2304559002305444,0.0
1.35119,1.35146,62.85384,5010.7205,3.91591,45.00946,5.561288936317408,2.0717264550966723,0.0
1.39838,1.39868,63.36718,5006.73802,3.91868,45.01029,5.165692045940465,1.9243562046506313,0.0
1.44553,1.44586,63.88005,5002.96877,3.91482,45.01116,4.798958499267045,1.787738309174432,0.0
1.49264,1.493,64.39163,4999.39867,3.9048,45.01209,4.459418484425222,1.6612507198103872,0.0
1.53971,1.54011,64.90117,4996.01449,3.88908,45.01306,4.145395385467616,1.5442688530036772,0.0
1.58675,1.58719,65.40797,4992.80382,3.86808,45.01409,3.8552325524760795,1.4361755630707098,0.0
1.63375,1.63424,65.9114,4989.75505,3.8422,45.01517,3.587313847862017,1.3363687962365929,0.0
1.68073,1.68126,66.41086,4986.85737,3.81179,45.0163,3.3400789339412857,1.2442672856590289,0.0
1.72768,1.72825,66.90579,4984.10072,3.77721,45.01748,3.1120341819657065,1.1593146153295832,0.0
1.77459,1.77522,67.39571,4981.4758,3.73878,45.01872,2.901759987707227,1.0809819453212712,0.0
1.82148,1.82217,67.88014,4978.97398,3.69678,45.02001,2.7079151810375826,1.0087696544730043,0.0
1.86835,1.86909,68.35865,4976.58728,3.65149,45.02135,2.5292391219634616,0.942208121217839,0.0
